Comment in English,Spam / Ham,Sentiment
Interesting 🤔,spam,positive
then when that builds and the city starts to sink we can blame it on a Asian country,spam,negative
"I have already flown to Mars, it’s time to release electric cars and do the tunnels :))) The main thing is that there were free ears for noodles :))",spam,neutral
this shit a lowkey train,spam,negative
24 HOUR CHALLENGE ONTHE AUTOMATIC TUNNEL CARS,spam,neutral
1 earthquake and the systems is down for a month,ham,neutral
If anybody's gonna do it it's gonna be Elon Musk,spam,neutral
If you're the 1% of people reading this i hope you accomplish your dreams. My dream is to become a successful YouTuber,spam,positive
meh...boring,spam,negative
I635 solved !,spam,neutral
making $100 in 5 minutes go to my channel.,spam,neutral
"So here it is, the idea for a company Elon started with 3 tweets in rush hour traffic... And likely some LSD while in Autopilot...
We know he's actually gonna do this too...",spam,neutral
Looks boring.,spam,negative
Hopefully it comes with earthquake proof.,ham,neutral
"lol a lot of people are either criticizing how soon musk stole these ideas but don't realize that all throughout history the ones 
that implement ideas are the ones that are remembered. Also musk is crazy rich and is able to do this. I mean he's already bought a boreing machine",spam,neutral
"All these people complaining about technical problems I don't give a fuck about thatever thought that I rather
 be stuck in traffic for 3 Hours then drive in a tunnel for one?",spam,neutral
"Look, it's a car that takes your car somewhere for you.",spam,neutral
"Ya, but imagine this shit during an earthquake. I'd rather not be swallowed up or crushed by the bedrock.",spam,negative
Tesla XD New World Order clan △,spam,neutral
"If this gets to Musk: Move cars like on a CPU BUS.  We could forget about having cars 'talk' to each other 
if they were just packets underground.",spam,neutral
Whats the point of even having cars at this point...,spam,neutral
Well that was Boring. 😃,spam,neutral
Hope this happens before nuclear winter hahaha politics,spam,neutral
there can be a big possibility of this not happening if ww3 was to come,spam,neutral
Unreal...,spam,neutral
i need a direct route to the Local king taco! asap,spam,neutral
You know it's the future when there are slightly more teslas around,spam,neutral
I'll belive it when I see it. Fuck Trump btw.,spam,neutral
all these people trying to point out mechanical problems. I'm just here in line for half an hour to get into the fast lane.,spam,neutral
This super stupid and unfeasible.,spam,negative
"this seems dangerous and unreliable. i can imagine a bunch of these crashinh into each other at high speed because of a glitch,
 causing a minor earthquake. also  sinkholes",spam,negative
shut up and take my money,spam,neutral
"The big problem I see with this is that barring a technological revolution in digging that makes it ten or a hundred times cheaper to dig and
 fortify underground tunnels, I don't see how he can pull this off. Other than twitter teasers and this CGI trailer, we don't have anything concrete to show how this ""boring vision"" can be pulled off.",spam,negative
Subway for cars??,spam,neutral
Songs,spam,neutral
"As an engineer, I have to say; this is a bad idea. This is a disater waiting to happen.",spam,negative
And then an earthquake happens all of the sudden...,ham,neutral
Elon's next trick: solving the LINES forming behind the carriers.,spam,neutral
"you want engines running in very long tunnels? with people? lol the amount of safety that will be
 required will multiply the cost of this system.",ham,neutral
Plus looks like Elon Musk's Tesla is trying to sell more Tesla cars and their products,spam,neutral
what is this...A FREEWAY FOR ANTS?!?!,spam,neutral
The design is horrible. Can I work on this project?,spam,neutral
Let's just all agree that this  will not happen until our deaths. Or maybe even more.,spam,negative
Flawed and would take years to plan for all the plausible circumstances.,spam,neutral
"inb4 flooding, lawsuits, terrorists, building cost, membership, and building entirely new subways under existing cities.",spam,negative
"Looks good actually....but impossible to be achieved....there are lots of unaccounted variables...like soil conditions...
.how far below the ground surface....increasing the speed actually decreases traffic. What about the safety conditions?? Where will the excavated  earth go ??  What are the dimensions of the tunnel created ?? Etc...plus why not above the surface??",ham,neutral
why the hell do we always want to go faster? shouldn't we be looking for ways to slow down instead? life is too fucking short.,spam,negative
"The people in the comments bringing up problems this could have are gonna be butt hurt when this ends up happening in the next 
10 years lol.. you really think Elon doesn't realize possible issues and what it would take to solve them? Everything takes time.",spam,neutral
"Lmfao, one of those projects that takes so long to create that by the time it is finished, the world governments will have induced infertility, 
we would have depleted our food supplies, hollowed out a random structure into a planet that will be empty. I mean, why does no proper executive know to watch base space travel flicks, if we stay in our solar system invest in a long term plan to NOT adventure where we are going to end up changing course to once leaving earth actually becomes a floating city. No earthquakes, storms or such bullshit can effect a structure not connected to a stupid dead world. FUCK TUNNELS, they cave and shit.",spam,negative
And how are you going to remove the underground subway system and replace it with this?,ham,neutral
*yawn* Boooringg...,spam,negative
When Musk asks his team to build this and they say it is too difficult he probably says it's not rocket science,spam,neutral
I don't see any of this working out.,spam,neutral
I think millions of people should die of natural causes so that this won't be needed to done. I am the only one to think like this?,spam,negative
Why do we need cars any more?,spam,neutral
We thought the future was flying cars when it's actually underground lol,spam,neutral
"I hear you like self-driving cars... So we´re gonna put your self-driving car on top of another self-driving car…
 So your car doesn't drive just like you.",spam,neutral
it's all about innovation even tho we all know this is never going to happen,spam,neutral
What is your perspective?,spam,neutral
Musk for president,spam,neutral
why wasn't i born in the future,spam,neutral
"an electric vehicle that you don't have to drive and can bypass road traffic underground?
congratulations, you've invented the subway *slow clap",spam,neutral
"And 1 bomb by a terrorist attack, and everything collapses, killing millions.",spam,negative
Whatever you do DO NOT watch my latest video it will crack you up,spam,neutral
My question is what are you going to do when an idiot drives his car into the empty hole after it descends into the tunnel?,ham,neutral
It'll be scary to be down there when an earthquake comes around and your ass gets swallowed up,ham,negative
too late for april fools,spam,neutral
this would be cool but we need this to run on renewable energy because it would take a lot,spam,positive
"Why are only White countries expected to be multiracial and multicultural?
Why are only White people expected to become minorities in the countries that their ancestors founded?
Why is ""diversity"" only being promoted in White countries?
The promoters of diversity and multiculturalism claim that they are anti-racist, but what they actually are is anti-White.
Diversity is a codeword for White genocide.
Anti-racist is a codeword for anti-White.",spam,neutral
The line of cars waiting to get on this would be crazy. I can't imagine anyone being that patient.,ham,negative
what about earthquakes?,ham,neutral
I just want that background music track ;P,spam,neutral
this is genius. it would take out traffic because people aren't controlling the cars so that would eliminate accidents.,spam,positive
wtfac,spam,neutral
CALIFORNIA AND TUNNELS EARTHQUAKE,spam,neutral
and then there was an earthquake..,spam,neutral
people are gonna be driving their cars into the holes,spam,neutral
Might as well not using the roads anymore.,spam,neutral
Looks cool.,spam,positive
flying cars are a better idea,spam,neutral
in india people will start living in those holes,spam,neutral
I need this,spam,neutral
what happens during earthquake?,ham,neutral
What about earthquakes,ham,neutral
Y is this trending...this is stupid and if it were built it is a waste of money. If u can't be a patient driver then don't FUCKING DRIVE,spam,negative
Now that's efficient~! Looove it. ;O)-,spam,positive
We already have this for people. It's called the subway.,spam,neutral
My friend said if i got 20 subscribers he'll bump into a police officer .. n yh he's African,spam,neutral
How do you stop people from falling down the elevator shaft after the skateboard descends?,ham,neutral
In five years Elon musk will have already invented the microwaveable cat,spam,neutral
Jesus Christ hes serious,spam,neutral
"We have cars that drive themselves but now we gonna make cars that drive themselves, drive themselves? What the fuck.",spam,neutral
Sooooo its a SUBWAY?,spam,neutral
Isn't this going to fuck with groundwater and aquifers and shit like this?,ham,neutral
Very interesting concept.,spam,positive
"so only one car at a time ?

that shit will cost too too much",ham,neutral
subscribe and view my channel I will do it back,spam,neutral
Just imagine if a earthquake happened,spam,neutral
we could sure use this in the bay area :/,spam,neutral
Awesome! Just another way to harm the Earth!,spam,neutral
Just imagine. Traffic would just turn into a huge line waiting for the car elevator,ham,neutral
lol it all makes sense now.,spam,positive
"This will never happen. Way to expensive to do any sort of tunneling as it is, now add the hundreds of different routes this idea presents.
 I see this way too much with these ideas, they ignore the financing and engineering problems that arise from something like this.",spam,negative
you would be dead in earthquake,spam,negative
One tiny earthquake and tons would be dead,spam,negative
"Dued it's just cars 

Sees futuristic stuff



WOAH",spam,neutral
fUUUuuuuuuuutuuurrrrre,spam,neutral
"Its crazy how one day this may be something our children or grandchildren will consider normal.
The world is changing fast, grab your ass and enjoy the ride...",spam,neutral
all it takes is 1 earthquake to be back at square 1,spam,neutral
This would cost thousands to build. Impossible.,spam,negative
i think we should give some use to dead people. cemeteries should generate eletricity.,spam,neutral
Extremely expensive,spam,negative
Do you want a war with the molemen because this is how you start a war with the molemen.,spam,negative
This is definitely not boring.,spam,neutral
"so this is his 
Tunnel vision?? 
#freekodak",spam,neutral
"But... Just use a metro, then. Why use cars?...",spam,neutral
LLoll cars again i see,spam,neutral
Lol this will never happen,spam,negative
soo underground hyperloop tesla's ?,spam,neutral
"Utterly unaffordable at the scale shown. Besides, texting Americans are doing to stumble into the openings
 and sue any involved parties into oblivion.",ham,negative
delusional,spam,negative
omg,spam,neutral
shout out to Dubai to be the only city that can do this,spam,neutral
What city is this? How can I live there?,spam,neutral
"Love the concept, but the won't you get sued by everyone who dies down there if an earthquake 
happens or will you be charging a fee to use the boring system and have it say they can not sue you if such an event happens?",ham,positive
no internet under ground,ham,neutral
"This is like trying to invent the Internet in 1903. A million things have to happen for this to come close to reality. 
But an amazing idea. Perhaps certain baby steps are possible. If Elon Musk wants to tackle mass transportation, I think focusing on the Hyperloop would give a much better ROI.",spam,neutral
"nope not a good idea, looks way to expensive too",spam,negative
"imma just say this is stupid and how this will never happen just because society is so stupid and cannot respect any part of this. 
but then it's Elon Musk so i might be the one looking stupid with this comment. either way tbh don't see it happening, and even if it does it won't catch on.",spam,negative
"lmao Seattle can't even build ONE tunnel ONLY 2 miles long without it taking 4 years. 

i don't see a complex highway system happening ANYTIME soon",spam,neutral
"In theory it's nice, but if this came into production I would be concerned of the strength of the

 Earth's surface above tunnels. I would expect some frequent sinkholes.",ham,neutral
So it's a car....for your car....?,spam,neutral
"This is almost impossible to integrate.  City's where this would be useful, like New York, have subway tunnels, 
utility lines, and a ton of other things under ground.  Not to mention the dozens of faults this could have and be unnoticeable because your moving so fast, even if you had a worker check.",ham,negative
"Why do I get a feeling that Elon is trolling, seems like a way to get to underground water on Mars.",spam,negative
"funny thing.
this wont happen.
think about how much money it cost to make something like this and how much money the world is in debt by. 
in the 60 they thought we have flying cars. trust me, nothing not really going to change for another 200 years",spam,negative
People who pour the milk in before the cereal are annoying.,spam,negative
From an idea to something revolutionary,spam,neutral
I'm bored.,spam,negative
"Just saying that this idea will probably cause a lot of sink holes to happen, which will in turn cause alot in damages.
 Sink holes happen when there is an underground cave  but over time water run off seeps in. Water then breaks down most of the limestone within the caves and collapses, bringing down the top of the land. This seems cool and I would love it but realistically this will create a lot of problems. As a geography student please look into the downsides before you waste a lot of money and cause a lot of sink holes",ham,neutral
"You didn't know that boring also is also defined as ""to hollow out a tunnel""",spam,neutral
"Better eliminate cars.... or make tunnels above ground! What about earthquake, weather disasters, terror atack, malfunction etc in the tunnels?
",ham,negative
"But, like, what about the giant fucking holes left in the street for anyone to drive/fall into? It seems like 
Elon Musk's real agenda is to get rid of blind people.",ham,negative
shortly after this will be under ground cities to compensate for the boring roads. did any one catch that I'll see myself out...,spam,neutral
This will be great for new cities.. Because it will be really hard to implement it in current cities.,ham,positive
He will only allow Tesla's to use this form of transportation. Tesla will be the #1 car brand.,spam,neutral
Woah when is the time frame for its release any idea?,spam,neutral
How would this be efficient?,spam,neutral
lol you'd have to dig up the whole city to even think about doing this,spam,neutral
very innovative,spam,neutral
Too dystopian for my taste,spam,neutral
What happens during an earthquake?,ham,neutral
What if a crash happens underground,ham,neutral
"Stupid idea,",spam,negative
"Soooo Elon is basically that guy in tomorrow land? Or a grown up Dexter....
just gets to come up with something random and make bank off of it? yeah I'm jelly...",spam,neutral
"This is incredible, but couldn't help imagine what would happen to the people in these tunnels if an earthquake hit.

Underground car networks seem cool but I'd rather fly a vehicle.
Prefer to die from a crash landing rather than stuck 50 feet below ground in a tunnel.",spam,neutral
can anybody talk about the cover photo of the home page,spam,neutral
All the road ways should be under ground. Elon Musk never stops amazing me!,spam,positive
Ok m8,spam,neutral
Is there idiot-profing to prevent someone from getting out of their car in the tunnel?,ham,neutral
"great now we'll be hearing much more disasters like ""today five tunnels collapsed killing two families and a dog.""",spam,neutral
That's gona cost bare money 💰.,spam,neutral
This reminds me of Monsters Inc,spam,neutral
The future is beautiful,spam,positive
imagine reving your car in there 😩😩💦💦,spam,neutral
and exactly how long would it take to develop that underground infrastructure?,spam,neutral
This is gonna real in Dubai very skin,spam,neutral
when you thought his tweet was a just a joke but he really is doing it. I'll never doubt Elon Musk,spam,positive
"lowkey this is the coolest idea ever, it would be so quiet on the surface and it saves gas",spam,positive
"Why not let the self-driving cars self-drive themselves (maybe give them a line to follow?) 
and eliminate the need for the extra carrying device? It seems like a completely unnecessary component, just have a simple elevator instead and require self-driving in the tunnel so there aren't crashes.",ham,neutral
"wt heck no your going to increase more crime u dumb people and stop playing with gods world
 he is watching you scientist people!!!!!!!!STOP MAJING MORE STUFF",spam,negative
Elon Musk is my hero,spam,positive
just Imagine all the construction,spam,neutral
What's the point of cars then,spam,neutral
"He did it, he actually did it. The absolute madman",spam,neutral
Oh my god he actually did this. I remember the tweets about it. This is hilarious,spam,positive
this is from a movie right? this is crrrazy!,spam,negative
oh no the dwellers of the underworld will take over,spam,negative
not a good idea....,spam,negative
Looks kinda boring to me....,spam,negative
Cool idea however...If it got stuck or jammed or stopped down there...I'd freak,spam,neutral
"I hope I'm not driving along and a car just pops up outta the ground and kills me. 
Its hard enough driving this fucked up. That shits scary YO!",spam,negative
Nathan for you,spam,neutral
"rofl. that much underground digging, it would be more practical to build a super efficient underground train system.",spam,neutral
"Subway systems would be a better use of your time. Each of these cars is going to fit like 5 people tops, vs. thousands on a single train.Electric trains are far more energy efficient because of the weight to passenger ratio.You can manage a subway system easily with cheap, off-the-shelf 
computer technology. The system in the video is going to require some 
kind of advanced supercomputer to handle merging, ingress and egress, 
etc...What's pictured doesn't solve traffic, it makes it worse. If 
everyone has to drive to get to the tunnel entrances you're going to be 
stuck in traffic waiting to get in and out.If tunneling is orders of magnitude cheaper, suddenly there can 
be a subway line within walking distance of everything important in an 
urban core, and you don't need  a car for the last mile 
problem. From an urban planning perspective, a car-free or car-lite 
streetscape is much healthier for pedestrians, and in turn better for 
retail economies in the urban core.I forgot the most important part. MAINTENANCE COSTS. A more
 complex system is going to break more and it's going to be harder to 
fix when it does break. What's more complex? The system in this video? 
Or a railroad?Credit to /u/old_gold_mountain",ham,neutral
You want the events of i robot to unfold. Cause this is how you get i robot to happen,spam,neutral
"Repeat after me ""We will build this for trains""... #ProblemActuallySolved",spam,neutral
"Woah look at those graphics
Is this that one thing called the real life?
Suck it Xbox",spam,neutral
Are we just going to ignore the possibility of earthquakes.,spam,neutral
Elon Musk will take the earths core hostage wake up steeple!!!,spam,neutral
Less feasible than Hyperloop and it's not feasible at all,spam,neutral
For Rich people I guess since it's telsa,spam,neutral
One of the first!!!!! ...thousand...,spam,neutral
great idea...many flaws.,spam,neutral
FUCK... that is crazy,spam,negative
"what about the big hole in the ground, once the car goes down?",ham,neutral
WHOA!!!,spam,neutral
Well improve subway system first.  one step at a time,spam,neutral
honestly Elon should make underground highway system for semi trucks.,spam,neutral
This is actually an interesting idea lol,spam,positive
This will never happen,spam,negative
awesome,spam,positive
Fuck it all.,spam,negative
What are we? fucking moles??,spam,neutral
and you thought toll roads were expensive,spam,neutral
what about the poor mole people? :(,spam,negative
Don't Read my Profile Name,spam,neutral
This is expensive and useless. Creates a solution to a problem that doesn't exist. People are so gullible thinking this is the future lol,spam,negative
* Brazilians say hello *,spam,neutral
WOOW a idea and plan Walt Disney had for Epcot from 60 years ago in a computer animation super siked,spam,neutral
Looks awesome but people are still going to fuck this up somehow,spam,neutral
I love elon musk. He is a genius,spam,positive
NO WAY,spam,negative
somehow putting deep tubes underground where thousands if not millions of people will be sounds great! Earthquakes?,spam,neutral
Elon Musk is a visionary.,spam,neutral
"That's great and all, but what the hell happens if I'm in this damn tunnel and a earthquake hits ?",spam,neutral
Dude I wouldn't even be surprised if he pulls this off,spam,neutral
Will this be another hyperloop ?,spam,neutral
What happens if someone opens the door while it still is going 124 mph?,ham,neutral
Is that a Model 3 Coupe at 0:50 or am I tripping?,spam,neutral
"Elon Musk you better fucking do this shit bro I hope I live long enough to see Witness and experience something 
like this is that is the most fucking amazing shit I have ever seen fuck those floating trains on a magnet that go 200 miles an hour this shit is out of this world",spam,positive
"It looks cool, but is it safe to build underground tunnels under a metropolis? Could the city collapse?",spam,neutral
"HELLL NAWWW! what if the car is loose or gets loose, and all the cars have a chain reaction at 125 MPH!?",ham,negative
What fills the wholes after going down to the tunnel?,ham,neutral
All of the roads better be made out of plastic. Everything is earthquake proof right?!,spam,neutral
This is horrifying,spam,negative
I fail to see how this is practical,spam,negative
yes please,spam,positive
"Fuck yeah tunnels, tunnels everywhere!",spam,neutral
This is fucking GENIUS!!!!,spam,positive
I can see people fucking it up and ruining it for everyone else,spam,negative
This is not real just an illusion.,spam,negative
"This is interesting. An exclusive tunnel I'm guessing, for Tesla cars, to get to other areas at high speeds.",spam,positive
until an earthquake traps everyone underground,spam,neutral
Great Idea but so many issues,spam,neutral
"Man i hope this happens,, I'm so effing tired of LA traffic",spam,positive
Fuck reality. Who needs it when you have CGI?,spam,negative
Yea Right,spam,neutral
this doesnt seem logical to me....,spam,neutral
This is cool,spam,positive
It's all fun and games till we get a baby earthquake and fuck it all up,spam,negative
wtf is this??!,spam,negative
it would be nice but how much would it cost a person,spam,neutral
And then an earthquake happens,spam,neutral
"it's like if you're waiting to have fun on the most amazing ride ever... But if this one breaks down... 
you could be fired from work because you were late 3 hours due to a hydraulic failure in the ""fun"" loop!",spam,neutral
no gas will be wasted,spam,neutral
I want an earthquake now,spam,neutral
Imagine a earthquake? Your pretty much done,spam,neutral
Elon Musk is playing world tycoon with our world,spam,neutral
"when your name is Elon, but you know you wont be close to as smart as Elon Musk",spam,neutral
"There's no way, right?",spam,neutral
autistic elon makes another attempt for government funding,spam,neutral
how is this concept environmental friendly?,spam,neutral
epic.,spam,positive
"yeah then you would have tons of people waiting to use the plat forms to go under ground
causing massive traffic",spam,neutral
Why not make a subway instead another car for a car wtf,spam,neutral
its a good idea until an earthquake happens...,spam,neutral
Mmm that background music.,spam,neutral
"I can't wait to the future,  lucky kids on the future",spam,positive
We need this shit in LA!,spam,neutral
Yawn,spam,negative
"1:03 Shows the background of LA
I'm sure traffic sucks so bad there that they need this technology",spam,neutral
"I will upload a video at 1,000 SUBS!",spam,neutral
Fuuuuutteerrrrr!!!!!,spam,neutral
When ur Uber is 50 feet below you,spam,neutral
It is 100% official now: Elon is Space Dad. He has reached cosmic levels of dad jokes by spending millions on it.,spam,neutral
That shit is kinda scary,spam,negative
Would be a bitch if an earthquake happens,spam,negative
Jst remember I was here,spam,neutral
"Elon musk is the only person on this damned planet that makes stuff happen, we need more people like him",spam,neutral
Daddy,spam,neutral
"Where are they gonna find a way to build an underground travel infrastructure?  Most services are underground i.e.
 sewage, electrical, communication, etc.  Theres no place for this.  Especially in a metropolis.",spam,neutral
Its taking 7 years to dig a mile tunnel underground in San Francisco.,spam,neutral
What about the gutters and earthquakes and where will the rain water go? So many questions.,ham,neutral
This is taking the driving out of driving,spam,neutral
won't happen America.,spam,negative
Unrealistic.,spam,negative
Cars driving cars,spam,neutral
Im gonna give that a never-gonna-happen / 10,spam,neutral
sick ass foo,spam,negative
Two words: earthquakes and hackers,ham,neutral
And all it takes is one good earthquake and a lot of people are dead or trapped,spam,neutral
"This needs serious reconsideration about what happens while the car is going down. 
Another car or people can fall in the ditch. It should have been like a pit stop separate area that is accessible from the main road but not part of it. If this is not a joke then future is doomed.",ham,neutral
Looks like in the future the greedy bastards from Tesla will make their cars cheaper for everyone !,spam,negative
Hey I would reAlly like to reach 50 subs,spam,neutral
what is this?,spam,neutral
DA FUKEN ONE PERCENT DUDE!,spam,neutral
"Looks cool but will it be effective? The sheer amount of tunnels you'll need to dig to make this work seems as 
if you won't end up reducing a lot of traffic. After all, there will still be a wait to get into the underground tunnels, which is effectively the modern equivalent of a traffic light.",ham,neutral
The Future! This gives me Minority Report and iRobot vibes. So cool!,spam,positive
"Cool, but insanely impractical lol",spam,neutral
Movie Minority Report is Elon Musk Bible. Everything from car manufacturing to this is copied from there.,spam,neutral
where's the car jackers?,spam,neutral
Why aren't we funding this?,spam,neutral
traffic jams at the entrances would be insanely huge,ham,negative
"Theoretically it's cool but then you have to compensate for sewage pipes, caves, fault lines, weaker rock, etc....",spam,neutral
"I'm a huge Elon fan...this is cool, but impractical.",spam,positive
and Elon does it again!,spam,neutral
"Look at all these people in the comments coming up with potential problems and criticizing this system. 
Dont you think Elon Musk and his team of HIGHLY trained engineers thought all this through before proposing it to the world.  i think they would smart enough not to embarrass themselves. plus Elon is known for making the impossible happen.  so chill out lol",spam,neutral
Much wow.. such boring,spam,neutral
This IS only a concept video. Of course it won't be a perfect representation.,spam,neutral
"If anyone could make me believe this isn't satire, it's Elon Musk.",spam,neutral
The future?,spam,neutral
"I can finally pay $50,000 for a car that functions as a $5 subway ticket. The future looks good, real good.",spam,neutral
"What do you think of the glass bus thing?
Is that a private or public vehicle? I haven't seen anything like that before. Could that be a concept for the future of teslas inner city autonomous bus network? It somewhat features in the video, but maybe I'm looking into it too much.",ham,neutral
The future awaits...,spam,neutral
wow man,spam,neutral
YASS,spam,neutral
Tunnel vision,spam,neutral
"I think this is a terrible idea, also looks automated by computer, looks like a hacker thriller movie plot waiting to happen",spam,negative
"..and  they have been digging over here in Hawthorne by the SpaceX HQ.  cant wait for this.... 
Epic! Silicon Beach to the rest of the SouthLand is going to be fully connected..",spam,positive
put a super charger on every lift so i can charge my electric car,ham,neutral
"Two questions.

1. How are these going to hold up in an 8+ earthquake 

2. If I have the mineral rights to my property what's the incentive for me to allow this across? Eminent domain only works if the end product is for the good of all (taking my land then slapping a toll road on it is just bad form)",ham,neutral
Pffttt... gophers have been doing this for millenia. This is BORING! We need something new and innovative.,spam,negative
lol 6.5 earthquake and ur dead af,spam,negative
LA and NY could def use this!,spam,positive
"Utterly useless concept. And a money pit to invest in.

-How the hell would we manage to make tunnel systems that long and extravagant without decades of work and planning
-If all cars were automated it would end traffic and drastically reduce accidents leaving this plan useless
-The dangers are endless. 
-Why the fuck would you want a subway for cars",spam,negative
electric cars only. no ice or hybrid cars allowed due to air quality concerns 😎,spam,neutral
Elon keeps stealing my ideas!!!,spam,negative
but i am not have.car,spam,neutral
Yea but the wait time in line would only be about 8 years,spam,neutral
Good luck with that.,spam,positive
Looking forward to it! Keep it up guys.,spam,positive
This is not gonna be possible for the long time.,spam,neutral
how is this boring?,spam,neutral
Well I'm a pioneer in boring tunnels since Cities:Skylines came out in 2015.,spam,neutral
i think this shit is the dum,spam,negative
Amber can ruin the whole thing.,spam,negative
These are fake tunnels!,spam,negative
it will never happen,spam,negative
marking my spot.,spam,neutral
I think a cheaper solution would be to stop having fucking kids!!! For like 5 years then we'll be fine,spam,neutral
"make this becomes real, okay?",spam,neutral
"""The ones who are crazy enough to think that they can change the world, are the ones who do."" -Steve Jobs",spam,neutral
"Should only take 1,000 years for this to happen.",spam,neutral
Just think how our planet will hole in side,spam,neutral
we arent worthy of elon musk,spam,neutral
https://soundcloud.com/amongjupiter,spam,neutral
FAKE AND GAY,spam,negative
imagine during a police chase the gettaway car just went into to one of these tunnels,spam,neutral
Hey let's take something that works great already except put it underground so it can be 100x more expensive.,spam,negative
Yea but what he runs into the treasure buried under that church in Boston?,spam,neutral
i dont trust anything that comes from elon musk after hyperloop failed,spam,negative
"Wait, I thought the future was like Elysium, not THX-1138.",spam,neutral
definitely no product placement intended,spam,neutral
"why only cars, people will seat on that",spam,neutral
I dig this. I had to grind for this view.,spam,neutral
I could see this in the future,spam,negative
"Ohh so only people with access to those ugly ass expensive transportation thingy can get places faster. 
If it was cheap everyone would have it and there'd be underground and street traffic jams. Interesting.",spam,neutral
I'll take two!,spam,neutral
"I'll take ""things that will never happen"" for 500, Alex",spam,neutral
Someone watch iRobot for the first time. Fucking pleb.,spam,negative
"I dont get it there would be such long lines just to enter the thing and then youd have to wait for the
 people getting lifted out like the entry and exit strategy for this makes no sense to me. You cant have every block or every other block be an entrance because then thered be no where to park so how would this work?",ham,neutral
Well they got the honking spot on. That will never go away I don' think..,spam,negative
"This is a great idea but it begs the question, how will this harm the earth?
 Burrowing further into the earth may have some consequence we haven't for seen yet.",spam,neutral
Daddy Elon Musk,spam,neutral
I'm just sitting here thinking of all the possible sink holes,spam,neutral
"I bet the tax payers pay for it, but only rich people will be able to use it. Just like the HOV lanes in Seattle.",spam,negative
i never knew our sewage systems were so vast,spam,neutral
How can I get the soundtrack of this awesome video :D ?,spam,positive
This is the opposite of The Jetsons. Where's my flying bubble car?,spam,neutral
Lemme go head and invest in this now,spam,neutral
A matter of time before we see Musk running for president. Hes got my vote.,spam,neutral
"So subways exist, that is a thing. The big dig in Boston cost more money then they could handle and it didn't work.
 I don't think anything like this is possible, unless we get rid of subways and take them over. The difference there is a sub can move 100s of people at a time where a car moves a couple. If you really, really think about it, it's dumb.",spam,negative
this boy is on some dank kush,spam,neutral
https://soundcloud.com/user-340122705/fun-song-remix-prod-luke-moore,spam,neutral
All fun and games until one car gets stuck and the whole system gets backed up.,ham,neutral
"oh man how majestic, this man is just bringing all the industries into the 21st century, the innovator of our times",spam,neutral
Why are they called boring?,spam,neutral
Or we could just make highspeed trains like every other modern country.,spam,neutral
1 Flaw Dumbasses would try to get out of their cars....,spam,neutral
What if there is a earthquake,ham,neutral
"This sounds really cool, but there are some complications I hope he's gonna release solutions to in the future.
 1) the already mentioned problem of covering those holes 2) the demand for these systems will be pretty high, so he needs to plan for having more than one car lined up in wait to go underground and 3) how emergency staff could get in in the event of a natural disaster that shakes the earth, such as an earthquake",ham,positive
one earthquake and this concept wont exist ever,spam,negative
And we were here first...Welcome to the future y'all,spam,neutral
Good luck during an earthquake. Sub me I'm starting a vlog don't be a Jack. Thank you. Good night and good luck. 🍀,spam,neutral
Elon musk 👊👍👍,spam,positive
TESLA TESLA TESLA,spam,neutral
that's  dope,spam,neutral
"introducing, trains",spam,neutral
"Why not make all of that on top? Bc it saves space? It will cost a lot more money to build it underground than to just replace
 current highways with those automatic car train tracks. It would just be noisy",spam,neutral
VIP traffic control for Tesla owners.,spam,neutral
They should at least put a warning sign or bar side of it so no get trip or car drop in a hole,ham,neutral
Funded by El Chapo,spam,neutral
not gonna have money for this after we build the wall,spam,neutral
this is hell for claustrophobic people,ham,negative
"Stupid idea, extremely impractical. No reason anyone would ever do this",spam,negative
"There would still be traffic, everyone waiting in line to get on it",ham,neutral
Ok now this is actually dumb,spam,negative
lame as fuck,spam,negative
Bro WTF he's a modern day albert einstein,spam,neutral
not adapted for use or action; not sensible or realistic.,spam,neutral
Cheaper to make a teleportation device.,spam,neutral
Interesting idea.,spam,positive
very impractical,spam,negative
"Elon, please, there are so many things wrong with this idea. You need a form of public transit. Not this.",spam,negative
yo people cant even use roundabouts,spam,neutral
you just know that people are gonna climb on it,ham,neutral
And then there's an earthquake,ham,neutral
Hey guys if you sub to me I will sub to you comment done when your done,spam,neutral
"Don't worry, a woman will find a way to crash the driverless car",spam,neutral
take our NJ/NY infrastructure money before we waste it on another bridge :),spam,neutral
2016-2017 Honda Civic at 0:59,spam,neutral
What's the whole point of buying a car if that sort of technology existed?....,spam,neutral
"Please realize that if these were actually built there would be ugly guard rails around those elevator shafts, so understand this is an incomplete visualization.
",spam,neutral
"Brilliant idea solving our 2 dimensional traffic crisis into a 3 dimensional solution. My concern is earthquakes,
 they would have to move so much ground material, plus if you're anywhere near a fault line you are asking for a disaster.",ham,positive
now that's futuristic!,spam,positive
what did I just watched?,spam,neutral
Boring Video Boring concept Boring company,spam,negative
"tunnels, one of them just happens to get a girl pregnant",spam,neutral
Very nice concept,spam,positive
Whats the fun in that..,spam,neutral
I love how super inefficient this is,spam,neutral
hahahahahahh.... future rama tubes r more feasable then this crap... lets honeycomb the crust of the planet till we all fall.in,spam,neutral
so cars driving cars?,spam,neutral
Wait..Wait..wait... have we all forgot about the SOLAR ROADWAYS???!!!,spam,neutral
